"Country","Network Name","Price"
"Norway","COM4-NOR","0.0641"
"Norway","Jernbaneverket-NOR","0.0641"
"Norway","Lycamobile-NOR","0.0641"
"Finland","Elisa-FIN","0.0669"
"Finland","Vectone Mobile-FIN","0.0669"
"Finland","DNA-FIN","0.0669"
"Finland","Alands-FIN","0.0669"
"Finland","Compatel-FIN","0.0669"
"Finland","Voxbone-FIN","0.0669"
"Finland","Sonera-FIN","0.0669"
"Lithuania","Omnitel-LTU","0.0243"
"Lithuania","Bite-LTU","0.0243"
"Lithuania","TELE2-LTU","0.0243"
"Latvia","LMT-LVA","0.0308"
"Latvia","TELE2-LVA","0.0308"
"Latvia","Bite-LVA","0.0308"
"Estonia","EMT-EST","0.0599"
"Estonia","Elisa-EST","0.0599"
"Estonia","Tele2-EST","0.0599"
"Estonia","TravelSim-EST","0.0599"
"Russia","Other-RUS","0.0513"
"Russia","MTS-RUS","0.0513"
"Russia","Megafon-RUS","0.0513"
"Russia","Skylink-RUS","0.0513"
"Russia","Yota-RUS","0.0513"
"Russia","NTC-RUS","0.0513"
"Russia","Tele2-RUS","0.0513"
"Russia","Motiv-RUS","0.0513"
"Russia","Beeline-RUS","0.0513"
"Ukraine","MTS-UKR","0.0650"
"Ukraine","Kyivstar-UKR","0.0650"
"Ukraine","IT-UKR","0.0650"
"Ukraine","life:)-UKR","0.0650"
"Ukraine","3Mob-UKR","0.0650"
"Ukraine","PEOPLEnet-UKR","0.0650"
"Belarus","Velcom-BLR","0.0650"
"Belarus","MTS-BLR","0.0650"
"Belarus","BelCel-BLR","0.0650"
"Belarus","life:)-BLR","0.0650"
"Moldova","Orange-MDA","0.0468"
"Moldova","Moldcell-MDA","0.0468"
"Moldova","IDC-MDA","0.0468"
"Moldova","Moldtelecom (Unite)-MDA","0.0468"
"Poland","Plus-POL","0.0217"
"Poland","T-Mobile-POL","0.0217"
"Poland","Orange-POL","0.0217"
"Poland","PLAY-POL","0.0217"
"Poland","e-Telko-POL","0.0217"
"Poland","Lycamobile-POL","0.0217"
"Poland","Sferia-POL","0.0217"
"Poland","Nordisk Mobiltelefon-POL","0.0217"
"Poland","Cyfrowy Polsat-POL","0.0217"
"Poland","CenterNet mobile-POL","0.0217"
"Poland","Mobyland-POL","0.0217"
"Poland","Aero2-POL","0.0217"
"Poland","AMD Telecom-POL","0.0217"
"Germany","Telekom-DEU","0.0707"
"Germany","Vodafone-DEU","0.0707"
"Germany","E-Plus-DEU","0.0707"
"Germany","O2-DEU","0.0707"
"Gibraltar","Gibtel-GIB","0.0240"
"Portugal","Vodafone-PRT","0.0274"
"Portugal","Optimus-PRT","0.0274"
"Portugal","Lycamobile-PRT","0.0274"
"Portugal","TMN-PRT","0.0274"
"Luxembourg","POST-LUX","0.0673"
"Luxembourg","Tango-LUX","0.0673"
"Luxembourg","Orange-LUX","0.0673"
"Ireland","Vodafone-IRL","0.0605"
"Ireland","O2-IRL","0.0605"
"Ireland","Meteor-IRL","0.0605"
"Ireland","3-IRL","0.0605"
"Ireland","eMobile-IRL","0.0605"
"Ireland","Clever Communications-IRL","0.0605"
"Ireland","Liffey Telecom-IRL","0.0605"
"Iceland","Siminn-ISL","0.0599"
"Iceland","Vodafone-ISL","0.0599"
"Iceland","Viking-ISL","0.0599"
"Iceland","IceCell-ISL","0.0599"
"Iceland","NOVA-ISL","0.0599"
"Albania","Telecom Albania-ALB","0.0839"
"Albania","VODAFONE-ALB","0.0839"
"Albania","Eagle Mobile-ALB","0.0839"
"Albania","Plus-ALB","0.0839"
"Malta","Vodafone-MLT","0.0331"
"Malta","GO Mobile-MLT","0.0331"
"Malta","Melita-MLT","0.0331"
"Cyprus","Cytamobile-Vodafone-CYP","0.0171"
"Cyprus","MTN-CYP","0.0171"
"Cyprus","PrimeTel Mobile-CYP","0.0171"
"Georgia","Geocell-GEO","0.0707"
"Georgia","MagtiCom-GEO","0.0707"
"Georgia","Beeline-GEO","0.0707"
"Georgia","Silknet-GEO","0.0707"
"Armenia","Beeline-ARM","0.0799"
"Armenia","Karabakh Telecom-ARM","0.0799"
"Armenia","VivaCell-MTS-ARM","0.0799"
"Armenia","Orange-ARM","0.0799"
"Bulgaria","M-Tel-BGR","0.0559"
"Bulgaria","Vivacom-BGR","0.0559"
"Bulgaria","Telenor (GloBul)-BGR","0.0559"
"Turkey","Turkcell-TUR","0.0065"
"Turkey","Vodafone-TUR","0.0065"
"Turkey","Avea-TUR","0.0065"
"Faroe Islands","Faroese Telecom-FRO","0.0160"
"Faroe Islands","Vodafone-FRO","0.0160"
"Abkhazia","Aquafon-GEA","0.0171"
"Abkhazia","A-Mobile-GEA","0.0171"
"Greenland","TELE Greenland-GRL","0.0251"
"San Marino","Prima-SMR","0.0685"
"Slovenia","Si.mobil-SVN","0.0319"
"Slovenia","Mobitel-SVN","0.0319"
"Slovenia","T-2-SVN","0.0319"
"Slovenia","Tusmobil-SVN","0.0319"
"Macedonia","T-Mobile-MKD","0.0639"
"Macedonia","ONE-MKD","0.0639"
"Macedonia","Vip-MKD","0.0639"
"Liechtenstein","Swisscom-LIE","0.0240"
"Liechtenstein","Orange-LIE","0.0240"
"Liechtenstein","FL1-LIE","0.0240"
"Montenegro","Telenor-MNE","0.0219"
"Montenegro","T-Mobile-MNE","0.0219"
"Montenegro","m:tel-MNE","0.0219"
"Canada","Landline-CAN","0.0086"
"Canada","Telus Mobility-CAN","0.0086"
"Canada","EastLink-CAN","0.0086"
"Canada","Mobilicity-CAN","0.0086"
"Canada","MiKe-CAN","0.0086"
"Canada","Fido-CAN","0.0086"
"Canada","Wind Mobile-CAN","0.0086"
"Canada","Videotron-CAN","0.0086"
"Canada","Aliant Mobility-CAN","0.0086"
"Canada","TBayTel Mobility-CAN","0.0086"
"Canada","Bell MTS-CAN","0.0086"
"Canada","SaskTel-CAN","0.0086"
"Canada","Rogers-CAN","0.0086"
"Canada","Public Mobile-CAN","0.0086"
"Saint Pierre and Miquelon","Ameris-SPM","0.1284"
"United States of America","USA","0.0070"
"Guam","IT&E Wireless-GUM","0.0513"
"Northern Mariana Islands","IT&E Wireless (PTI Pacifica Inc.)-MNP","0.0342"
"Guam","GTA Wireless-GUM","0.0513"
"Guam","Docomo Pacific-GUM","0.0513"
"Puerto Rico","AT&T Mobility-PRI","0.0398"
"Puerto Rico","Claro-PRI","0.0398"
"United States Virgin Islands","Cingular-VIR","0.0285"
"Mexico","Other-MEX","0.0297"
"Mexico","Axtel-MEX","0.0297"
"Mexico","Telcel-MEX","0.0297"
"Mexico","Movistar-MEX","0.0297"
"Mexico","UNEFON-MEX","0.0297"
"Mexico","Iusacell-MEX","0.0297"
"Mexico","Nextel-MEX","0.0297"
"Jamaica","Digicel-JAM","0.0502"
"Jamaica","LIME-JAM","0.0502"
"French Antilles","Orange","0.1460"
"French Antilles","Outremer","0.1460"
"Guadeloupe","UTS Caraibe-GLP","0.0913"
"Guadeloupe","Dauphin-GLP","0.0913"
"French Antilles","Digicel","0.1460"
"Martinique","Orange-MTQ","0.0878"
"Martinique","Outremer-MTQ","0.0878"
"Martinique","Digicel-MTQ","0.0878"
"Barbados","LIME-BRB","0.0411"
"Barbados","Digicel-BRB","0.0411"
"Barbados","Sunbeach-BRB","0.0411"
"Antigua and Barbuda","APUA-ATG","0.0627"
"Antigua and Barbuda","LIME-ATG","0.0627"
"Antigua and Barbuda","Digicel-ATG","0.0627"
"Cayman Islands","Digicel-CYM","0.0434"
"Cayman Islands","LIME-CYM","0.0434"
"British Virgin Islands","LIME-VGB","0.0428"
"British Virgin Islands","CCT-VGB","0.0428"
"British Virgin Islands","Digicel-VGB","0.0428"
"Bermuda","CellOne-BMU","0.0593"
"Bermuda","Digicel-BMU","0.0593"
"Bermuda","M3-BMU","0.0593"
"Grenada","Digicel-GRD","0.0456"
"Grenada","Cable & Wireless-GRD","0.0456"
"Montserrat","Cable & Wireless-MSR","0.0285"
"Saint Kitts and Nevis","Digicel-KNA","0.0548"
"Saint Kitts and Nevis","UTS-KNA","0.0548"
"Saint Kitts and Nevis","LIME-KNA","0.0548"
"Saint Lucia","Digicel-LCA","0.0422"
"Saint Lucia","LIME-LCA","0.0422"
"Saint Vincent and the Grenadines","Digicel-VCT","0.0502"
"Saint Vincent and the Grenadines","LIME-VCT","0.0502"
"Netherlands Antilles","Telcell-SXM","0.0479"
"Netherlands Antilles","Digicel-CUW","0.0479"
"Netherlands Antilles","Chippie-BES","0.0479"
"Netherlands Antilles","ECC-BES","0.0479"
"Aruba","SETAR-ABW","0.0479"
"Aruba","Digicel-ABW","0.0479"
"Anguilla","LIME-AIA","0.0342"
"Dominica","Digicel-DMA","0.0428"
"Dominica","LIME-DMA","0.0428"
"Cuba","Cubacel-CUB","0.0858"
"Dominican Republic","Orange-DOM","0.0559"
"Dominican Republic","Claro-DOM","0.0559"
"Dominican Republic","Tricom-DOM","0.0559"
"Dominican Republic","Viva-DOM","0.0559"
"Haiti","Voila-HTI","0.0456"
"Haiti","Digicel-HTI","0.0456"
"Haiti","Natcom-HTI","0.0456"
"Trinidad and Tobago","bmobile-TTO","0.0468"
"Trinidad and Tobago","Digicel-TTO","0.0468"
"Turks and Caicos Islands","Digicel-TCA","0.0559"
"Turks and Caicos Islands","LIME-TCA","0.0559"
"Turks and Caicos Islands","IslandCom-TCA","0.0559"
"Azerbaijan","Azercell-AZE","0.1266"
"Azerbaijan","Bakcell-AZE","0.1266"
"Azerbaijan","Azerfon-AZE","0.1266"
"Azerbaijan","Naxtel-AZE","0.1266"
"Kazakhstan","Beeline-KAZ","0.0890"
"Kazakhstan","KCell-KAZ","0.0890"
"Kazakhstan","ALTEL, Dalacom-KAZ","0.0890"
"Kazakhstan","Tele2-KAZ","0.0890"
"Bhutan","B-Mobile-BTN","0.0821"
"India","Vodafone-IND","0.0120"
"India","Airtel-IND","0.0120"
"India","Idea-IND","0.0120"
"India","Reliance-IND","0.0120"
"India","Aircel-IND","0.0120"
"India","Loop Mobile-IND","0.0120"
"India","BSNL-IND","0.0120"
"India","MTNL-IND","0.0120"
"India","Reliance-IND","0.0120"
"India","Tata DoCoMo-IND","0.0120"
"India","Airtel-IND","0.0120"
"India","Vodafone-IND","0.0120"
"India","Idea-IND","0.0120"
"India","Aircel-IND","0.0120"
"India","Uninor-IND","0.0120"
"Pakistan","Mobilink-PAK","0.0251"
"Pakistan","Ufone-PAK","0.0251"
"Pakistan","Zong-PAK","0.0251"
"Pakistan","SCO Mobile-PAK","0.0251"
"Pakistan","Telenor-PAK","0.0251"
"Pakistan","Warid-PAK","0.0251"
"Afghanistan","AWCC-AFG","0.0867"
"Afghanistan","Roshan-AFG","0.0867"
"Afghanistan","MTN-AFG","0.0867"
"Afghanistan","Etisalat-AFG","0.0867"
"Afghanistan","AT-AFG","0.0867"
"Sri Lanka","Mobitel-LKA","0.0856"
"Sri Lanka","Dialog-LKA","0.0856"
"Sri Lanka","Etisalat-LKA","0.0856"
"Sri Lanka","Airtel-LKA","0.0856"
"Sri Lanka","Hutch-LKA","0.0856"
"Myanmar","MPT-MMR","0.0456"
"Myanmar","MECTel-MMR","0.0456"
"Myanmar","Ooredoo-MMR","0.0456"
"Myanmar","Telenor-MMR","0.0456"
"Myanmar","Mytel-MMR","0.0456"
"Lebanon","Alfa-LBN","0.0331"
"Lebanon","MTC touch-LBN","0.0331"
"Jordan","Zain-JOR","0.1053"
"Jordan","Umniah-JOR","0.1053"
"Jordan","Orange-JOR","0.1053"
"Syria","Syriatel-SYR","0.1044"
"Iraq","Asiacell-IRQ","0.0605"
"Iraq","Zain-IRQ","0.0605"
"Iraq","Korek-IRQ","0.0605"
"Iraq","Mobitel-IRQ","0.0605"
"Kuwait","Zain-KWT","0.0434"
"Kuwait","Ooredoo-KWT","0.0434"
"Kuwait","Viva-KWT","0.0434"
"Saudi Arabia","Al Jawal-SAU","0.0297"
"Saudi Arabia","Mobily-SAU","0.0297"
"Saudi Arabia","Zain-SAU","0.0297"
"Saudi Arabia","Virgin Mobile-SAU","0.0297"
"Yemen","SabaFon-YEM","0.0605"
"Yemen","Spacetel-YEM","0.0605"
"Yemen","Yemen Mobile-YEM","0.0605"
"Yemen","Y-YEM","0.0605"
"Oman","Oman Mobile-OMN","0.0722"
"Oman","Nawras-OMN","0.0722"
"United Arab Emirates","Etisalat-ARE","0.0285"
"United Arab Emirates","du-ARE","0.0285"
"Israel","Orange-ISR","0.0038"
"Israel","Cellcom-ISR","0.0038"
"Israel","Pelephone-ISR","0.0038"
"Palestine","Jawwal-PSE","0.1015"
"Palestine","Wataniya-PSE","0.1015"
"Israel","Hot Mobile-ISR","0.0038"
"Israel","Golan Telecom-ISR","0.0038"
"Israel","Marathon 018 Xphone-ISR","0.0038"
"Israel","Free Telecom-ISR","0.0038"
"Israel","Rami Levy-ISR","0.0038"
"Bahrain","Batelco-BHR","0.0125"
"Bahrain","Zain-BHR","0.0125"
"Bahrain","VIVA-BHR","0.0125"
"Qatar","Ooredoo-QAT","0.0251"
"Qatar","Vodafone-QAT","0.0251"
"Mongolia","Unitel-MNG","0.0856"
"Mongolia","Skytel-MNG","0.0856"
"Mongolia","G-Mobile-MNG","0.0856"
"Mongolia","Mobicom-MNG","0.0856"
"Nepal","Nepal Telecom-NPL","0.0559"
"Nepal","Ncell-NPL","0.0559"
"Nepal","SmartCell-NPL","0.0559"
"Iran","MCI-IRN","0.0513"
"Iran","TKC-IRN","0.0513"
"Iran","MTCE-IRN","0.0513"
"Iran","RighTel-IRN","0.0513"
"Iran","Taliya-IRN","0.0513"
"Iran","MTN Irancell-IRN","0.0513"
"Uzbekistan","Beeline-UZB","0.1015"
"Uzbekistan","UCell-UZB","0.1015"
"Uzbekistan","Perfectum Mobile-UZB","0.1015"
"Uzbekistan","MTS-UZB","0.1015"
"Uzbekistan","UzMobile-UZB","0.1015"
"Tajikistan","Somoncom (Tcell)-TJK","0.0998"
"Tajikistan","Indigo (Tcell)-TJK","0.0998"
"Tajikistan","Megafon-TJK","0.0998"
"Tajikistan","Babilon-TJK","0.0998"
"Tajikistan","Beeline-TJK","0.0998"
"Kyrgyzstan","Beeline-KGZ","0.0536"
"Kyrgyzstan","Aktel-KGZ","0.0536"
"Kyrgyzstan","MegaCom-KGZ","0.0536"
"Kyrgyzstan","NurTelecom-KGZ","0.0536"
"Turkmenistan","MTS-TKM","0.0285"
"Turkmenistan","TM-Cell-TKM","0.0285"
"Japan","Emobile-JPN","0.0593"
"Japan","DoCoMo-JPN","0.0593"
"Japan","SoftBank-JPN","0.0593"
"Japan","KDDI-JPN","0.0593"
"South Korea","SK Telecom-KOR","0.0285"
"South Korea","LG Telecom-KOR","0.0285"
"South Korea","KT-KOR","0.0285"
"Vietnam","MobiFone-VNM","0.0418"
"Vietnam","Vinaphone-VNM","0.0418"
"Vietnam","S-Fone-VNM","0.0418"
"Vietnam","Viettel Mobile-VNM","0.0418"
"Vietnam","Vietnamobile-VNM","0.0418"
"Vietnam","Gmobile-VNM","0.0418"
"Hong Kong","CSL-HKG","0.0599"
"Hong Kong","CITIC 1616-HKG","0.0599"
"Afghanistan","WASEL-AFG","0.0866"
"Syria","MTN-SYR","0.1043"
"Netherlands","Unify Mobile-NLD","0.0878"
"France","Sisteer-FRA","0.0536"
"France","Com4Innov-FRA","0.0536"
"Spain","BT-ESP","0.0439"
"Spain","Truphone-ESP","0.0439"
"Spain","Tuenti-ESP","0.0439"
"Italy","Fastweb-ITA","0.0467"
"Italy","Poste-ITA","0.0467"
"Italy","BT Mobile-ITA","0.0467"
"Italy","Lycamobile-ITA","0.0467"
"Italy","Digi Mobile-ITA","0.0467"
"Italy","Vianova Mobile-ITA","0.0467"
"Italy","Iliad-ITA","0.0467"
"Romania","Enigma-System-ROU","0.0496"
"Switzerland","Comfone-CHE","0.0570"
"Switzerland","Vectone Mobile-CHE","0.0570"
"Czech Republic","Compatel-CZE","0.0490"
"Austria","MASS Response-AUT","0.0599"
"United Kingdom","Cable & Wireless-GBR","0.0342"
"United Kingdom","JSC Ingenium-GBR","0.0342"
"United Kingdom","Synectiv-GBR","0.0342"
"United Kingdom","UK Broadband-GBR","0.0342"
"United Kingdom","Inquam Telecom-GBR","0.0342"
"Sweden","Net 1-SWE","0.0479"
"Sweden","Spring Mobil-SWE","0.0479"
"Sweden","Lycamobile-SWE","0.0479"
"Sweden","Wireless Maingate Nordic AB-SWE","0.0479"
"Sweden","42 Telecom AB-SWE","0.0479"
"Sweden","Wifog-SWE","0.0479"
"Sweden","Minicall-SWE","0.0479"
"Sweden","Vectone Mobile-SWE","0.0479"
"Sweden","Wireless Maingate Messaging Services AB-SWE","0.0479"
"Sweden","EUtel-SWE","0.0479"
"Sweden","Infobip-SWE","0.0479"
"Sweden","Digitel Mobile-SWE","0.0479"
"Sweden","Beepsend-SWE","0.0479"
"Sweden","Fogg-SWE","0.0479"
"Sweden","CoolTEL-SWE","0.0479"
"Sweden","Mercury International-SWE","0.0479"
"Sweden","42 Telecom LTD-SWE","0.0479"
"Sweden","Viahub-SWE","0.0479"
"Norway","Ice Norge AS-NOR","0.0641"
"Finland","Tismi-FIN","0.0668"
"Latvia","TRIATEL-LVA","0.0308"
"Estonia","Progroup-EST","0.0599"
"Russia","K-Telecom-RUS","0.0513"
"Russia","TinkoffMobile-RUS","0.0513"
"Poland","Teleena-POL","0.0217"
"Poland","Voxbone-POL","0.0217"
"Poland","PKP-POL","0.0217"
"Poland","CardBoardFish-POL","0.0217"
"Poland","CallFreedom-POL","0.0217"
"Gibraltar","Shine-GIB","0.0239"
"Malta","YOM-MLT","0.0331"
"Cyprus","Lemontel-CYP","0.0171"
"Liechtenstein","Cubic-LIE","0.0239"
"Liechtenstein","1rstMobile-LIE","0.0239"
"Canada","CityWest Mobility-CAN","0.0086"
"Canada","Globalstar-CAN","0.0086"
"Saint Pierre and Miquelon","Globaltel-SPM","0.1283"
"USA-311","USA-311","0.0071"
"Guam","iConnect-GUM","0.0513"
"USA-312","USA-312","0.0071"
"USA-313","USA-313","0.0071"
"USA-314","USA-314","0.0071"
"USA-315","USA-315","0.0071"
"North America","Other North America","0.0071"
"Saint Vincent and the Grenadines","Cingular Wireless-VCT","0.0502"
"Bahamas","Aliv-BHS","0.0427"
"Bahamas","BTC-BHS","0.0427"
"Anguilla","Weblinks-AIA","0.0342"
"Anguilla","Digicel-AIA","0.0342"
"Azerbaijan","Catel-AZE","0.1265"
"Bhutan","TashiCell-BTN","0.0821"
"India","HFCL-IND","0.0120"
"India","Videocon-IND","0.0120"
"India","S Tel-IND","0.0120"
"India","Sistema Shyam-IND","0.0120"
"Iraq","Itisaluna-IRQ","0.0604"
"Iraq","Kalimat-IRQ","0.0604"
"United Arab Emirates","Other-ARE","0.0285"
"Israel","Youphone-ISR","0.0038"
"Israel","Azi Communications-ISR","0.0038"
"Bahrain","Royal Court-BHR","0.0125"
"North Korea","Koryolink-PRK","0.0285"
"North Korea","SunNet-PRK","0.0285"
"Malaysia","ATUR-450-MYS","0.0414"
"Malaysia","GoTa-MYS","0.0414"
"Malaysia","TalkFocus-MYS","0.0414"
"Malaysia","Clixster-MYS","0.0414"
"Australia","Pivotel-AUS","0.0283"
"Indonesia","Other-IDN","0.0303"
"Thailand","dtac TriNet-THA","0.0138"
"Singapore","TGP-SGP","0.0319"
"Singapore","Grid-SGP","0.0319"
"New Zealand","Skinny-NZL","0.0866"
"Solomon Islands","BeMobile-SLB","0.0752"
"American Samoa","BlueSky-ASM","0.1129"
"Kiribati","Frigate Net-KIR","0.0798"
"Samoa","BlueSky-WSM","0.0490"
"Micronesia","FSMTC-FSM","0.0673"
"Marshall Islands","MINTA-MHL","0.1129"
"Palau","PNCC-PLW","0.0673"
"Palau","Palau Mobile-PLW","0.0673"
"Egypt","Telecom (WE)-EGY","0.0730"
"Gambia","QCell-GMB","0.0285"
"Ivory Coast","cafe-CIV","0.0541"
"Liberia","LiberCell-LBR","0.0638"
"Sierra Leone","Qcell-SLE","0.0456"
"Ghana","Expresso-GHA","0.0479"
"Nigeria","Smile-NGA","0.0958"
"Chad","Salam-TCD","0.0627"
"Sao Tome and Principe","Unitel-STP","0.0775"
"Gabon","Libertis-GAB","0.0821"
"Gabon","Moov-GAB","0.0821"
"Gabon","Azur-GAB","0.0821"
"DR of Congo","Supercell-COD","0.0422"
"Angola","MOVICEL-AGO","0.0490"
"Somalia","HorTel-SOM","0.1026"
"Somalia","Somtel-SOM","0.1026"
"Uganda","K2-UGA","0.0752"
"Uganda","Smile-UGA","0.0752"
"Uganda","i-Tel-UGA","0.0752"
"Burundi","Tempo-BDI","0.0559"
"Burundi","Onatel-BDI","0.0559"
"Burundi","Viettel-BDI","0.0559"
"Madagascar","Telma-MDG","0.0581"
"Namibia","Switch-NAM","0.0399"
"Belize","INTELCO-BLZ","0.0125"
"Belize","Smart-BLZ","0.0125"
"Costa Rica","fullmovil-CRI","0.0376"
"Brazil","aeiou-BRA","0.0205"
"Chile","Movil Falabella-CHL","0.0466"
"Suriname","UNIQA-SUR","0.0502"
"Hong Kong","Multibyte-HKG","0.0599"
"Germany","Lycamobile-DEU","0.0707"
"Puerto Rico","Open Mobile-PRI","0.0398"
"Puerto Rico","T-Mobile-PRI","0.0398"
"Swaziland","Swazi mobile-SWZ","0.0856"
